dataset,template,concept_type,concept_primary,concept_tags,concept_confidence_mean,concept_source_mode,bucket_size,label_coverage,one_shot_status,global_one_shot_acc,global_one_shot_macro_f1,global_one_shot_status,global_label_coverage,zero_shot_acc,zero_shot_macro_f1,one_shot_acc,one_shot_macro_f1
synth_identity_entail,high_specificity,negation,negation,negation|action|count,0.6354166662625867,rule,4,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.5,0.22222222199999997,,
synth_identity_entail,high_specificity,count,count,count|action|spatial,0.8480504652883405,rule,71,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.43661972880363464,0.20261437893995896,,
synth_identity_entail,high_specificity,spatial,spatial,spatial|action|count,0.747690604850101,rule,116,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.4482758641242981,0.20634920620427058,,
synth_identity_entail,high_specificity,action,action,action|count|spatial,0.8600838740871796,rule,1169,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.39777588844299316,0.18971848211618092,,
synth_identity_entail,high_specificity,object_or_attribute,object_or_attribute,object_or_attribute,0.9999999989999998,rule,140,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.44999998807907104,0.20689655157941225,,
synth_identity_entail,concept_framing,negation,negation,negation|action|count,0.6354166662625867,rule,4,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.0,0.0,,
synth_identity_entail,concept_framing,count,count,count|action|spatial,0.8480504652883405,rule,71,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.09859155118465424,0.05982905977306596,,
synth_identity_entail,concept_framing,spatial,spatial,spatial|action|count,0.747690604850101,rule,116,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.06896551698446274,0.043010752647242446,,
synth_identity_entail,concept_framing,action,action,action|count|spatial,0.8600838740871796,rule,1169,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.058169376105070114,0.03664780379176941,,
synth_identity_entail,concept_framing,object_or_attribute,object_or_attribute,object_or_attribute,0.9999999989999998,rule,140,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.10000000149011612,0.060606060550177095,,
synth_identity_entail,negation_explicit,negation,negation,negation|action|count,0.6354166662625867,rule,4,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.0,0.0,,
synth_identity_entail,negation_explicit,count,count,count|action|spatial,0.8480504652883405,rule,71,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.3239436745643616,0.16312056724920776,,
synth_identity_entail,negation_explicit,spatial,spatial,spatial|action|count,0.747690604850101,rule,116,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.3448275923728943,0.17094017081087,,
synth_identity_entail,negation_explicit,action,action,action|count|spatial,0.8600838740871796,rule,1169,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.3763900697231293,0.18230785153502227,,
synth_identity_entail,negation_explicit,object_or_attribute,object_or_attribute,object_or_attribute,0.9999999989999998,rule,140,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.44999998807907104,0.20689655157941225,,
synth_negation_contradict,base,negation,negation,negation|action|count,0.6434372900637048,rule,887,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.3833145499229431,0.18473240953744055,,
synth_negation_contradict,base,count,count,negation|count|action,0.43206047982756673,rule,5,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.0,0.0,,
synth_negation_contradict,base,spatial,spatial,negation|spatial|action,0.4632298652242742,rule,63,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.4444444477558136,0.20512820498168496,,
synth_negation_contradict,base,action,action,negation|action|count,0.5221669595092469,rule,531,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.3295668661594391,0.16525023594700888,,
synth_negation_contradict,base,object_or_attribute,object_or_attribute,negation|count|spatial,0.3302408108655682,hybrid_fallback,14,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.5714285969734192,0.2424242422479339,,
synth_negation_contradict,low_specificity,negation,negation,negation|action|count,0.6434372900637048,rule,887,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.1567080020904541,0.09031838848574426,,
synth_negation_contradict,low_specificity,count,count,negation|count|action,0.43206047982756673,rule,5,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.0,0.0,,
synth_negation_contradict,low_specificity,spatial,spatial,negation|spatial|action,0.4632298652242742,rule,63,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.2222222238779068,0.1212121211097993,,
synth_negation_contradict,low_specificity,action,action,negation|action|count,0.5221669595092469,rule,531,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.1600753366947174,0.09199134191174559,,
synth_negation_contradict,low_specificity,object_or_attribute,object_or_attribute,negation|count|spatial,0.3302408108655682,hybrid_fallback,14,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.2142857164144516,0.11764705871280275,,
synth_negation_contradict,high_specificity,negation,negation,negation|action|count,0.6434372900637048,rule,887,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.28748589754104614,0.14886164611879332,,
synth_negation_contradict,high_specificity,count,count,negation|count|action,0.43206047982756673,rule,5,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.800000011920929,0.2962962960658436,,
synth_negation_contradict,high_specificity,spatial,spatial,negation|spatial|action,0.4632298652242742,rule,63,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.2539682686328888,0.1350210969353202,,
synth_negation_contradict,high_specificity,action,action,negation|action|count,0.5221669595092469,rule,531,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.2636534869670868,0.13909587669030585,,
synth_negation_contradict,high_specificity,object_or_attribute,object_or_attribute,negation|count|spatial,0.3302408108655682,hybrid_fallback,14,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.2142857164144516,0.11764705871280275,,
synth_negation_contradict,concept_framing,negation,negation,negation|action|count,0.6434372900637048,rule,887,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.2795941233634949,0.14566813498135187,,
synth_negation_contradict,concept_framing,count,count,negation|count|action,0.43206047982756673,rule,5,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.0,0.0,,
synth_negation_contradict,concept_framing,spatial,spatial,negation|spatial|action,0.4632298652242742,rule,63,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.2857142984867096,0.14814814802926382,,
synth_negation_contradict,concept_framing,action,action,negation|action|count,0.5221669595092469,rule,531,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.21280603110790253,0.11697722557606284,,
synth_negation_contradict,concept_framing,object_or_attribute,object_or_attribute,negation|count|spatial,0.3302408108655682,hybrid_fallback,14,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.6428571343421936,0.26086956503591685,,
synth_negation_contradict,negation_explicit,negation,negation,negation|action|count,0.6434372900637048,rule,887,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.3179256021976471,0.1608212145911291,,
synth_negation_contradict,negation_explicit,count,count,negation|count|action,0.43206047982756673,rule,5,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.4000000059604645,0.19047619028571428,,
synth_negation_contradict,negation_explicit,spatial,spatial,negation|spatial|action,0.4632298652242742,rule,63,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.4285714328289032,0.19999999985555558,,
synth_negation_contradict,negation_explicit,action,action,negation|action|count,0.5221669595092469,rule,531,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.3917137384414673,0.18764095611184575,,
synth_negation_contradict,negation_explicit,object_or_attribute,object_or_attribute,negation|count|spatial,0.3302408108655682,hybrid_fallback,14,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.5,0.22222222205291006,,
synth_mismatch_neutral,base,negation,negation,negation|action|count,0.6354166662625867,rule,4,1,insufficient_class_coverage,,,insufficient_class_coverage,1,1.0,0.3333333330833333,,
synth_mismatch_neutral,base,count,count,count|action|spatial,0.8480504652883407,rule,71,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.3380281627178192,0.16842105250216066,,
synth_mismatch_neutral,base,spatial,spatial,spatial|action|count,0.747690604850101,rule,116,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.4051724076271057,0.192229038715646,,
synth_mismatch_neutral,base,action,action,action|count|spatial,0.8600838740871796,rule,1169,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.39520958065986633,0.18884120158115694,,
synth_mismatch_neutral,base,object_or_attribute,object_or_attribute,object_or_attribute,0.9999999989999998,rule,140,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.3642857074737549,0.17801047107184562,,
synth_mismatch_neutral,low_specificity,negation,negation,negation|action|count,0.6354166662625867,rule,4,1,insufficient_class_coverage,,,insufficient_class_coverage,1,1.0,0.3333333330833333,,
synth_mismatch_neutral,low_specificity,count,count,count|action|spatial,0.8480504652883407,rule,71,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.5492957830429077,0.23636363620677683,,
synth_mismatch_neutral,low_specificity,spatial,spatial,spatial|action|count,0.747690604850101,rule,116,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.48275861144065857,0.21705426341698217,,
synth_mismatch_neutral,low_specificity,action,action,action|count|spatial,0.8600838740871796,rule,1169,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.5209580659866333,0.2283464565425232,,
synth_mismatch_neutral,low_specificity,object_or_attribute,object_or_attribute,object_or_attribute,0.9999999989999998,rule,140,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.44999998807907104,0.20689655157941225,,
synth_mismatch_neutral,high_specificity,negation,negation,negation|action|count,0.6354166662625867,rule,4,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.5,0.22222222199999997,,
synth_mismatch_neutral,high_specificity,count,count,count|action|spatial,0.8480504652883407,rule,71,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.3380281627178192,0.16842105250216066,,
synth_mismatch_neutral,high_specificity,spatial,spatial,spatial|action|count,0.747690604850101,rule,116,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.26724138855934143,0.1405895690481435,,
synth_mismatch_neutral,high_specificity,action,action,action|count|spatial,0.8600838740871796,rule,1169,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.299401193857193,0.15360983091076774,,
